total_reviews,average_rating,apps_analyzed,sectors_analyzed,positive_sentiment_ratio,negative_sentiment_ratio,neutral_sentiment_ratio
529760,3.363594835397161,5,4,0.10882475083056478,0.008764346118997282,0.8824109030504379
